51.957489,96.387436,18.97879
51.622086,96.219421,22.865978
51.957489,96.219421,22.880421
51.957489,96.387436,18.97879
51.289165,96.219421,22.822756
51.957489,96.387436,18.97879
50.961193,96.219421,22.751074
51.957489,96.387436,18.97879
50.640598,96.219421,22.651463
51.957489,96.387436,18.97879
50.329754,96.219421,22.524662
51.957489,96.387436,18.97879
50.03096,96.219421,22.371607
51.957489,96.387436,18.97879
49.746429,96.219421,22.193434
51.957489,96.387436,18.97879
49.478268,96.219421,21.991461
51.957489,96.387436,18.97879
49.228462,96.219421,21.767181
51.957489,96.387436,18.97879
48.998859,96.219421,21.522259
51.957489,96.387436,18.97879
48.791164,96.219421,21.258507
51.957489,96.387436,18.97879
48.606911,96.219421,20.977875
51.957489,96.387436,18.97879
48.44746,96.219421,20.682442
51.957489,96.387436,18.97879
48.314003,96.219421,20.374397
51.957489,96.387436,18.97879
48.207516,96.219421,20.056019
51.957489,96.387436,18.97879
48.128792,96.219421,19.729666
51.957489,96.387436,18.97879
48.078419,96.219421,19.397753
51.957489,96.387436,18.97879
48.056763,96.219421,19.062738
51.957489,96.387436,18.97879
48.063984,96.219421,18.727102
51.957489,96.387436,18.97879
48.100033,96.219421,18.39333
51.957489,96.387436,18.97879
48.164642,96.219421,18.063892
51.957489,96.387436,18.97879
48.257332,96.219421,17.741228
51.957489,96.387436,18.97879
48.377415,96.219421,17.427727
51.957489,96.387436,18.97879
48.524006,96.219421,17.125708
51.957489,96.387436,18.97879
48.696014,96.219421,16.837408
51.957489,96.387436,18.97879
48.892174,96.219421,16.564964
51.957489,96.387436,18.97879
49.111023,96.219421,16.31039
51.957489,96.387436,18.97879
49.350948,96.219421,16.075573
51.957489,96.387436,18.97879
49.610172,96.219421,15.862248
51.957489,96.387436,18.97879
49.886776,96.219421,15.671999
51.957489,96.387436,18.97879
50.178707,96.219421,15.506231
51.957489,96.387436,18.97879
50.48381,96.219421,15.366174
51.957489,96.387436,18.97879
50.799824,96.219421,15.252863
51.957489,96.387436,18.97879
51.124409,96.219421,15.167137
51.957489,96.387436,18.97879
51.455158,96.219421,15.109632
51.957489,96.387436,18.97879
51.789631,96.219421,15.080772
51.957489,96.387436,18.97879
52.125343,96.219421,15.080771
51.957489,96.387436,18.97879
52.459816,96.219421,15.109631
